2.855389,12.000000,0.416667,0.250000,0.000000,0.000000.1,0.000000.2
2.5495229999999998,14.0,0.14285699999999998,0.0,1.0,0.0,0.0
2.6887220000000003,12.0,0.166667,0.0,1.0,0.0,0.0
2.446439,10.0,0.1,0.0,1.0,0.0,0.0
2.5,8.0,0.25,0.0,1.0,0.0,0.0
2.75,8.0,0.5,0.0,1.0,0.0,0.0
3.095795,11.0,0.363636,0.0,2.0,0.0,0.0
2.5,16.0,0.125,0.0,0.0,0.0,0.0
2.565448,13.0,0.153846,0.0,0.0,0.0,0.0
2.7219279999999997,10.0,0.0,0.0,1.0,0.0,0.0
2.251629,6.0,0.0,0.0,0.0,0.0,0.0
2.7773630000000002,13.0,0.0,0.0,0.0,0.0,0.0
2.7254810000000003,9.0,0.0,0.0,0.0,0.0,0.0
2.7254810000000003,9.0,0.0,0.0,0.0,0.0,0.0
3.026987,13.0,0.153846,0.0,1.0,0.0,0.0
3.026987,13.0,0.153846,0.0,1.0,0.0,0.0
2.7773630000000002,13.0,0.0,0.0,0.0,0.0,0.0
3.106891,15.0,0.0,0.0,0.0,0.0,0.0
2.619971,21.0,0.0,0.0,0.0,0.0,0.0
2.780639,16.0,0.0,0.0,0.0,0.0,0.0
3.594466,21.0,0.0,0.0,0.0,0.0,0.0
3.503258,18.0,0.0,0.0,0.0,0.0,0.0
3.405822,19.0,0.0,0.0,0.0,0.0,0.0
3.25,16.0,0.0,0.0,0.0,0.0,0.0
3.263933,17.0,0.0,0.0,0.0,0.0,0.0
2.2359259999999996,7.0,0.0,0.0,0.0,0.0,0.0
2.521641,7.0,0.0,0.0,0.0,0.0,0.0
3.9400730000000004,27.0,0.0,0.0,0.0,0.0,0.0
3.392147,18.0,0.0,0.0,0.0,0.0,0.0
4.315099,54.0,0.0,0.0,1.0,0.0,0.0
3.026987,13.0,0.0,0.0,1.0,0.0,0.0
3.75,16.0,0.125,0.6875,0.0,0.0,0.0
3.3787830000000003,14.0,0.0,0.785714,0.0,0.0,0.0
3.419382,18.0,0.0,0.777778,0.0,0.0,0.0
3.392747,13.0,0.0,0.461538,0.0,0.0,0.0
3.323231,15.0,0.06666699999999999,0.0,0.0,0.0,0.0
3.511085,19.0,0.0,0.736842,0.0,0.0,0.0
3.418296,12.0,0.25,0.5,0.0,0.0,0.0
3.106891,15.0,0.0,0.0,0.0,0.0,0.0
2.7254810000000003,9.0,0.0,0.0,0.0,0.0,0.0
3.3219279999999998,10.0,0.0,0.0,0.0,0.0,0.0
2.918296,12.0,0.5,0.0,1.0,0.0,0.0
2.842371,14.0,0.571429,0.0,1.0,0.0,0.0
3.3278199999999996,16.0,0.375,0.0,0.0,0.0,0.0
3.056565,15.0,0.4,0.0,0.0,0.0,0.0
3.8868419999999997,24.0,0.375,0.25,0.0,0.0,0.0
3.459432,11.0,0.181818,0.181818,0.0,0.0,0.0
3.1887220000000003,12.0,0.083333,0.0,0.0,0.0,0.0
3.334679,13.0,0.076923,0.0,0.0,0.0,0.0
2.251629,6.0,0.333333,0.333333,0.0,0.0,0.0
3.084963,12.0,0.0,0.0,0.0,0.0,0.0
3.1820060000000003,28.0,0.428571,0.14285699999999998,0.0,0.0,0.0
3.7216120000000004,19.0,0.0,0.0,0.0,0.0,0.0
3.714718,35.0,0.342857,0.11428599999999998,0.0,0.0,0.0
2.5,16.0,0.125,0.0,0.0,0.0,0.0
2.058814,9.0,0.0,0.0,0.0,0.0,0.0
2.879506,19.0,0.10526300000000001,0.0,0.0,0.0,0.0
