60601	260	902	24	0
34034	424	616	25	0
53637	606	1091	32	0
23529	243	338	26	0
3180	40	89	23	0
24550	284	343	35	0
8160	57	248	16	0
35873	372	477	21	0
72636	830	1479	22	0
85623	1390	1241	36	0
83500	1243	1058	36	0
337	5	13	6	0
677	8	27	9	0
85	1	2	1	0
29538	347	487	22	0
49448	669	932	26	0
21437	207	385	21	0
40155	514	455	24	0
46393	541	805	35	0
14214	269	242	27	0
52731	730	1267	22	0
33352	434	395	24	0
19780	208	332	22	0
22834	273	290	24	0
31975	444	425	25	0
15535	174	228	24	0
30668	407	359	20	0
4428	44	85	19	0
18500	255	278	18	0
36167	300	545	35	0
39941	598	518	28	0
4805	65	154	22	0
28888	365	377	23	0
6915	119	100	15	0
8716	74	201	24	0
34731	448	607	22	0
64557	1022	1048	41	0
68971	601	1462	29	0
56253	615	1330	23	0
50971	647	499	35	0
46488	630	927	25	0
61261	947	634	44	0
22066	327	388	25	0
26310	332	435	24	0
10291	213	83	20	0
7869	112	128	26	0
8795	113	144	19	0
44162	428	577	24	0
18331	266	352	22	0
60066	759	1296	22	0
89533	1088	2102	30	0
39336	564	563	31	0
20859	230	350	28	0
23951	311	501	29	0
4207	43	89	20	0
24958	306	480	28	0
27119	419	366	27	0
17737	198	385	21	0
68075	329	616	25	0
42993	475	630	25	0
58422	682	837	27	0
74334	1117	916	32	0
44437	457	862	27	0
34372	471	755	25	0
4373	35	32	11	0
116377	1192	1667	32	0
10792	244	291	20	0
52	1	3	1	0
33023	266	601	30	0
19533	333	9	31	0
48611	652	837	35	0
44024	530	898	20	0
24648	330	294	16	0
100039	1155	1335	30	0
34635	517	656	27	0
3183	68	63	17	0
10265	157	189	17	0
24513	363	433	23	0
112024	717	1456	24	0
100636	1375	1587	37	0
19497	252	235	15	0
9299	69	190	18	0
4449	52	62	15	0
44484	578	532	31	0
21533	257	385	27	0
13410	214	215	23	0
19232	254	353	22	0
89269	753	1435	21	0
82040	1185	854	27	0
8886	169	180	22	0
50919	565	856	29	0
72813	764	1654	35	0
24099	273	307	19	0
34565	441	667	23	0
34045	291	467	23	0
20719	247	324	21	0
36439	195	860	27	0
53238	864	681	29	0
17484	224	318	20	0
41914	424	740	30	0
9882	163	179	22	0
183323	581	4377	34	0
6219	69	159	16	0
17003	186	449	19	0
18443	214	302	25	0
12229	172	243	28	0
16096	222	333	20	0
27626	500	405	25	0
25709	369	456	26	0
33616	440	492	26	0
14166	272	194	21	0
36453	511	669	36	0
10854	202	208	16	0
64807	840	1080	22	0
29575	455	461	30	0
72994	623	1142	27	0
35267	540	562	23	0
35172	484	844	38	0
39795	511	686	31	0
29808	363	355	31	0
126459	1468	2049	29	0
126479	1598	1828	29	0
80416	1050	1756	26	0
29604	328	499	37	0
23260	303	494	26	0
35794	488	533	33	0
18228	349	371	20	0
19189	316	402	20	0
24394	336	564	22	0
29255	368	515	24	0
41909	543	531	36	0
30981	444	469	34	0
15951	75	397	18	0
32880	319	461	20	0
37570	462	596	29	0
25434	440	387	23	0
79692	1078	750	21	0
35645	567	434	21	0
99155	835	790	32	0
13925	88	331	25	0
39975	588	484	22	0
14188	195	253	19	0
5208	86	77	17	0
58356	890	782	27	0
51852	631	1141	30	0
26820	375	372	24	0
57868	871	473	31	0
31047	392	455	27	0
67467	880	779	30	0
36900	413	478	34	0
13719	211	279	18	0
29821	363	550	28	0
47131	557	751	23	0
9315	183	34	18	0
41277	499	687	24	0
76679	1039	940	24	0
54148	712	1186	24	0
12187	233	283	30	0
21006	88	448	20	0
9900	124	119	18	0
20872	325	270	25	0
21773	281	466	23	0
26329	311	293	19	0
8735	106	234	30	0
39652	531	764	33	0
24748	296	312	22	0
4935	29	133	16	0
22931	221	389	15	0
38986	405	594	21	0
32103	518	794	28	0
28841	338	432	17	0
6377	51	210	17	0
85101	618	1298	29	0
26695	127	490	19	0
48712	627	890	23	0
4925	98	93	20	0
38620	539	386	24	0
53852	762	1074	21	0
14204	217	289	18	0
62507	702	1192	29	0
45939	572	775	30	0
67058	768	1343	30	0
54414	531	864	34	0
39842	624	812	38	0
76310	1014	2348	33	0
46287	531	806	24	0
27312	378	384	27	0
41824	444	116	21	0
22565	262	402	21	0
43516	606	597	29	0
14373	343	277	19	0
25442	366	476	26	0
36357	347	329	19	0
33342	442	433	19	0
34583	514	565	29	0
20993	351	401	21	0
100579	1038	1656	26	0
1473	22	55	10	0
47469	291	845	20	0
64725	866	1149	25	0
14492	190	352	20	0
34829	316	410	30	0
33682	582	321	22	0
11287	235	35	21	0
42148	687	876	23	0
114	1	1	1	0
4815	19	128	14	0
38620	539	386	24	0
15703	175	248	15	0
51959	355	907	18	0
10523	113	335	22	0
24357	383	201	22	0
215796	966	1144	38	0
51910	625	1041	22	0
40642	248	962	29	0
41055	447	688	39	0
153819	244	471	24	0
32122	556	530	30	0
54156	566	946	30	0
59526	648	1064	38	0
45035	504	855	29	0
47905	596	898	29	0
16638	85	451	17	0
45225	777	399	20	0
60601	260	902	24	0
87459	1277	1095	29	0
27137	352	518	22	0
33554	419	1225	16	0
19113	359	294	24	0
26477	321	279	21	0
2680	50	52	15	0
63834	624	1167	40	0
56218	596	668	22	0
7287	124	113	20	0
34503	510	395	24	0
40358	469	448	23	0
11213	157	244	21	0
35454	521	550	25	0
25958	380	410	26	0
96198	838	1292	27	0
4696	52	121	17	0
26657	305	339	32	0
22094	397	278	28	0
44739	692	755	28	0
42706	469	715	27	0
14561	91	284	22	0
20406	276	375	27	0
14530	305	45	19	0
61423	924	629	24	0
60961	775	1364	31	0
42361	464	933	30	0
4497	35	151	17	0
36883	501	532	32	0
43105	686	568	24	0
5422	74	181	23	0
33321	417	568	25	0
19039	222	327	23	0
50381	856	990	25	0
32646	478	379	24	0
43052	463	867	28	0
18689	211	250	31	0
64788	699	1276	30	0
9126	135	187	20	0
42529	455	630	22	0
71262	934	1664	32	0
29525	378	334	31	0
20651	204	412	17	0
380055	3503	6672	36	0
49029	833	949	24	0
65540	943	1357	42	0
21008	317	429	22	0
40758	425	893	23	0
12284	145	230	19	0
7472	77	85	12	0
50711	488	760	24	0
27514	253	442	21	0
4596	46	189	13	0
98996	1574	859	23	0
463	7	16	8	0
19528	170	435	21	0
41355	645	761	36	0
30691	282	681	21	0
29446	331	444	18	0
33015	620	124	26	0
72288	824	1548	26	0
58	1	3	1	0
41376	676	659	37	0
15747	184	441	21	0
53646	785	705	39	0
17457	221	318	23	0
22867	351	665	28	0
7653	108	125	20	0
21228	266	322	21	0
37269	597	483	30	0
30314	399	403	23	0
48979	552	1047	28	0
127872	824	1416	23	0
69408	695	1330	26	0
11002	154	158	19	0
40118	496	465	23	0
18200	190	442	30	0
11271	148	208	22	0
30219	414	340	24	0
14751	147	390	20	0
13260	149	281	19	0
80005	596	820	36	0
56161	371	681	23	0
38569	544	604	16	0
20241	222	290	22	0
45219	663	817	26	0
76970	488	985	22	0
17888	264	415	31	0
17023	196	253	18	0
14837	278	184	18	0
72102	801	1443	30	0
1565	6	9	4	0
38092	652	1007	26	0
20250	306	364	25	0
27999	233	465	28	0
20980	359	312	20	0
15173	110	338	18	0
33758	450	351	27	0
38218	488	855	22	0
36065	308	1397	28	0
21954	295	414	24	0
47580	621	732	28	0
12183	181	207	15	0
32844	398	636	26	0
17432	209	222	17	0
19953	259	212	28	0
437093	3418	4577	39	0
445759	2970	5551	26	0
63107	767	1222	30	0
76554	403	1145	24	0
53223	751	715	17	0
96934	1312	1603	38	0
29390	382	343	30	0
57061	595	1139	25	0
93398	1315	928	25	0
69104	1132	1055	28	0
53263	550	1016	26	0
66932	584	989	22	0
43595	553	1007	27	0
4712	46	142	15	0
27730	394	640	30	0
3223	10	98	7	0
39088	394	630	30	0
28393	529	386	20	0
36704	395	681	20	0
27524	439	547	32	0
24840	354	378	26	0
34759	514	482	30	0
21181	238	302	34	0
32827	642	552	27	0
51667	773	791	29	0
58505	651	1220	31	0
2508	20	81	12	0
27119	419	366	27	0
27675	455	443	29	0
53765	640	1120	31	0
35882	423	555	22	0
41244	468	924	28	0
18169	256	398	25	0
22609	248	383	21	0
7185	59	144	17	0
52361	775	752	27	0
13211	258	249	22	0
39607	787	109	25	0
1831	15	36	10	0
55412	452	406	24	0
15811	203	295	22	0
75732	449	807	23	0
37816	562	655	38	0
15118	238	317	30	0
1858	25	34	13	0
40553	614	545	30	0
46932	536	870	20	0
57379	598	677	34	0
19772	139	378	28	0
32544	245	506	23	0
105490	1169	1980	32	0
4846	65	164	23	0
47957	596	494	20	0
53988	654	1221	33	0
29860	271	400	32	0
37113	509	299	26	0
30215	348	435	31	0
2523	36	72	14	0
58467	798	732	29	0
71694	728	1120	33	0
11885	166	202	20	0
12630	273	276	27	0
55501	802	1417	31	0
22417	284	345	27	0
14721	227	167	22	0
52099	755	1204	27	0
226	5	12	6	0
56531	629	1194	31	0
63680	851	1505	30	0
45197	526	749	28	0
27164	543	491	20	0
7822	104	122	20	0
18618	194	409	21	0
94636	1021	1617	30	0
32537	383	794	23	0
55351	706	923	26	0
58624	683	847	27	0
40052	726	858	23	0
30457	597	93	29	0
10696	166	259	16	0
45183	533	957	27	0
9057	138	209	28	0
32714	536	503	23	0
37402	295	478	24	0
50529	504	756	23	0
55346	536	865	24	0
43641	470	946	23	0
40483	695	918	20	0
38693	377	590	22	0
5305	87	66	17	0
19339	282	393	30	0
35220	380	622	28	0
153099	1326	2408	27	0
68	1	3	1	0
31553	438	586	22	0
14835	215	318	21	0
38131	589	582	21	0
30592	368	499	25	0
42161	435	497	34	0
36443	534	604	26	0
64	0	1	1	0
38620	539	386	24	0
43240	561	889	27	0
41476	592	724	26	0
52051	871	751	25	0
24628	405	392	22	0
30617	303	488	24	0
68797	950	968	33	0
32220	326	525	17	0
19926	351	477	27	0
30	0	2	0	0
28294	408	551	25	0
61180	593	1043	36	0
27165	290	355	28	0
23344	277	437	24	0
26989	346	413	32	0
28146	126	852	22	0
79745	1304	2219	23	0
57077	719	1050	35	0
46387	641	495	22	0
7814	140	147	15	0
5487	31	105	16	0
32880	471	421	28	0
14175	86	330	25	0
22078	185	541	24	0
31478	534	316	27	0
5151	102	145	18	0
37149	550	517	30	0
2415	33	66	19	0
18878	318	276	17	0
15979	75	397	18	0
45889	584	589	28	0
44810	452	686	25	0
31258	464	503	26	0
45289	453	579	30	0
21275	310	362	22	0
37456	377	635	19	0
38459	498	753	22	0
13421	82	290	21	0
32563	475	568	25	0
60674	1620	1768	27	0
46055	591	915	20	0
159854	2807	2762	34	0
20942	231	459	27	0
52549	578	1084	28	0
75791	824	1250	36	0
29677	403	345	27	0
18849	194	284	27	0
5871	67	134	21	0
16738	88	425	19	0
26630	219	341	27	0
33492	570	464	28	0
12035	101	252	25	0
24540	342	275	26	0
52048	692	827	29	0
41307	416	532	21	0
29291	321	580	23	0
8398	130	153	25	0
1101	13	21	10	0
62781	643	1094	26	0
39164	449	865	21	0
35749	536	990	27	0
13744	215	260	20	0
97744	931	1509	23	0
32412	509	563	27	0
34934	619	743	34	0
44093	519	831	32	0
101	3	14	3	0
41825	543	904	29	0
34889	411	575	38	0
41782	692	545	25	0
31063	354	674	16	0
56978	657	812	27	0
55531	603	831	27	0
73132	922	1147	31	0
37702	396	488	25	0
58069	418	1767	24	0
35219	429	616	27	0
21521	212	387	21	0
38986	576	679	24	0
26012	247	418	22	0
38588	588	448	20	0
44112	556	967	26	0
38620	539	386	24	0
32239	398	377	20	0
36439	195	860	27	0
28065	357	541	22	0
681	14	29	11	0
51483	523	1025	26	0
3952	80	102	19	0
7009	62	167	13	0
32278	550	566	24	0
81122	948	1534	32	0
21158	255	513	26	0
54899	710	908	29	0
47361	515	767	33	0
50918	754	1307	24	0
63726	1006	724	21	0
45792	504	961	22	0
28751	100	700	18	0
21675	333	258	28	0
39851	566	595	25	0
52271	656	568	33	0
222121	1288	2011	24	0
8250	75	157	18	0
17154	169	325	20	0
43857	556	416	26	0
47013	519	1088	24	0
11800	158	268	19	0
55072	706	933	30	0
28443	421	405	27	0
54553	557	834	22	0
21391	338	305	25	0
26512	380	714	27	0
34153	442	910	26	0
42943	544	826	23	0
28733	475	578	21	0
4842	87	126	14	0
33755	446	344	27	0
119522	1025	2075	32	0
46487	761	893	31	0
59417	701	873	24	0
31618	475	709	28	0
38604	368	802	37	0
52318	734	884	29	0
276812	1857	2569	25	0
121418	1196	2672	27	0
10732	151	158	17	0
41739	650	574	21	0
7150	68	204	20	0
27296	369	748	20	0
46792	446	601	26	0
102876	839	1135	25	0
46297	605	520	22	0
35918	322	369	19	0
12770	211	201	26	0
154702	19	205	7	0
554	10	13	7	0
108	4	9	4	0
14682	165	299	21	0
72959	939	1191	29	0
31249	514	627	16	0
41090	541	654	18	0
17000	237	362	17	0
21838	201	438	28	0
61591	959	1046	35	0
4765	29	127	16	0
41308	498	627	20	0
51301	762	1720	25	0
26978	368	630	33	0
60568	833	494	27	0
5566	111	128	20	0
28700	309	566	24	0
13251	186	167	19	0
24393	308	325	19	0
26994	488	455	28	0
94858	987	1793	32	0
89423	1090	2105	31	0
53539	1018	770	40	0
65673	740	1320	30	0
28008	412	386	18	0
30725	497	392	18	0
6128	80	60	15	0
90398	764	1871	49	0
28003	268	486	32	0
158559	2131	2765	31	0
29575	455	461	30	0
53755	538	936	35	0
19083	277	365	26	0
292	5	13	6	0
41664	578	962	20	0
54458	556	958	37	0
12060	103	261	25	0
10252	120	171	15	0
179291	715	1267	26	0
55574	677	714	24	0
40289	608	656	33	0
35431	393	502	34	0
48561	567	760	37	0
8532	99	156	19	0
23524	417	378	28	0
59328	760	921	33	0
57118	640	1128	28	0
56980	574	1016	29	0
38694	600	787	29	0
64725	866	1149	25	0
24807	319	375	28	0
56875	747	1088	31	0
25172	358	521	34	0
29906	441	505	31	0
27850	398	407	23	0
8593	192	227	20	0
62296	779	1339	34	0
11945	148	322	20	0
25919	340	663	24	0
27304	359	204	22	0
9256	142	117	21	0
23141	277	341	20	0
9858	143	124	15	0
45482	631	431	23	0
45859	514	489	17	0
31464	209	420	18	0
763	11	14	10	0
126719	1143	1740	27	0
40555	502	637	24	0
41657	586	642	32	0
59411	725	1325	25	0
26268	250	721	22	0
10396	135	196	18	0
78668	1172	1773	27	0
20049	256	332	21	0
54504	744	558	27	0
3420	69	114	14	0
47108	450	691	20	0
5171	40	134	16	0
210104	2846	4407	26	0
56146	552	1019	29	0
66696	485	726	18	0
31139	492	527	25	0
47644	661	414	23	0
39538	418	802	19	0
34961	390	558	26	0
33195	424	689	35	0
74966	951	1008	29	0
5870	32	108	16	0
8708	138	191	21	0
55098	768	771	32	0
12754	258	38	21	0
14667	106	326	18	0
34761	441	1080	23	0
11531	164	257	17	0
6796	62	156	15	0
41356	436	567	18	0
8338	114	153	19	0
80387	785	1176	28	0
29634	367	669	20	0
25262	298	566	29	0
28990	276	574	26	0
12610	218	370	17	0
64725	866	1149	25	0
11811	225	269	28	0
1101	13	21	10	0
3689	50	70	15	0
32571	458	540	29	0
24098	418	324	29	0
32251	479	656	26	0
26817	395	195	23	0
66980	831	1286	26	0
1098	13	25	11	0
88023	1077	2079	30	0
27220	438	379	29	0
14366	94	322	16	0
23488	282	432	22	0
39559	468	365	26	0
52523	772	1240	24	0
39469	572	333	20	0
8880	104	220	23	0
12867	264	98	17	0
23664	294	397	20	0
5293	56	125	21	0
23237	258	398	21	0
763	8	20	8	0
33761	290	601	26	0
12113	212	136	18	0
30199	500	93	25	0
37476	343	1146	21	0
23853	299	309	22	0
7011	88	159	22	0
48953	782	474	20	0
34007	429	534	31	0
7361	104	147	20	0
57794	709	938	28	0
128931	777	1266	24	0
5321	99	178	27	0
56522	754	1183	27	0
2338	21	31	10	0
1656	15	57	13	0
5232	47	89	20	0
1101	13	21	10	0
23215	334	554	23	0
35335	275	481	19	0
754	13	19	12	0
1282	28	45	14	0
11342	180	209	16	0
73707	910	987	36	0
7566	87	282	21	0
7604	102	140	19	0
124995	798	2000	35	0
36443	139	460	19	0
23008	421	288	21	0
22079	174	573	21	0
35087	358	608	35	0
28296	291	439	27	0
35610	490	394	34	0
98	1	4	1	0
119468	1537	2022	28	0
55402	572	732	23	0
30937	451	403	37	0
42005	475	513	28	0
39033	424	609	22	0
9955	161	182	22	0
97546	972	2285	33	0
47300	757	493	26	0
20253	275	337	23	0
35454	546	622	24	0
35955	448	848	28	0
30304	330	514	23	0
70699	707	1284	32	0
42328	457	689	28	0
17348	198	355	22	0
22505	292	397	29	0
973	11	37	8	0
4601	59	114	22	0
42126	620	991	25	0
50867	663	1003	32	0
10401	124	260	19	0
8446	100	203	23	0
20250	297	446	31	0
127731	1107	1744	25	0
6495	85	152	20	0
51556	748	835	31	0
33459	280	428	22	0
49766	600	1090	23	0
72813	764	1654	35	0
64463	876	1476	29	0
25811	289	560	23	0
4807	101	119	16	0
16669	282	190	19	0
6509	104	175	17	0
15340	291	180	19	0
13554	273	355	17	0
41912	335	905	26	0
75786	558	759	22	0
35582	403	559	28	0
37718	397	859	27	0
33371	357	525	28	0
31199	455	330	22	0
59317	843	563	24	0
9559	55	139	16	0
3573	51	79	19	0
1392	15	35	13	0
28505	286	382	26	0
19622	252	320	27	0
9508	202	146	18	0
39659	485	520	26	0
7828	114	226	20	0
5759	65	90	17	0
57346	620	976	30	0
160981	2158	2008	29	0
35168	442	608	30	0
62008	615	656	39	0
44595	470	679	23	0
37419	438	601	33	0
57976	711	1193	21	0
4040	47	138	14	0
40124	657	641	27	0
43	1	1	1	0
95179	230	13352	20	0
17778	309	180	23	0
36485	422	496	26	0
90795	916	1238	34	0
47971	735	574	18	0
15377	143	212	18	0
10173	207	261	18	0
3847	45	65	13	0
54338	802	919	25	0
103842	1312	1696	29	0
14031	181	230	24	0
35494	454	646	31	0
54652	539	638	22	0
3936	45	128	16	0
29529	335	381	26	0
68797	950	968	33	0
42300	505	602	26	0
76200	1180	666	33	0
5546	82	163	15	0
22048	340	171	21	0
49904	806	1131	27	0
40536	520	762	30	0
22195	333	508	30	0
33316	538	475	22	0
29713	376	505	29	0
436	8	15	8	0
11280	171	208	19	0
395	6	11	7	0
43240	554	916	22	0
23806	312	341	31	0
34280	424	320	27	0
7408	149	19	20	0
56526	577	1010	23	0
94189	796	1538	25	0
8816	105	318	23	0
16315	279	467	23	0
86323	517	2020	34	0
37803	418	631	21	0
39518	549	717	35	0
33801	440	441	32	0
8146	60	225	19	0
128201	805	1660	24	0
20902	245	385	21	0
99689	1312	1589	28	0
28226	362	461	29	0
47048	818	591	28	0
20489	307	390	23	0
22513	382	374	22	0
2943	40	79	14	0
54338	802	919	25	0
15111	240	256	20	0
1444	6	41	5	0
40535	435	809	30	0
35080	444	539	31	0
1101	13	21	10	0
23689	407	443	24	0
61853	643	1100	25	0
153819	244	471	24	0
39773	478	835	27	0
6436	94	106	14	0
177659	2127	1322	30	0
42166	669	623	24	0
16212	251	231	20	0
29855	440	505	27	0
19300	310	466	22	0
40339	490	753	30	0
57798	691	1244	27	0
3822	47	78	18	0
7166	80	234	17	0
21321	325	228	19	0
30462	462	410	35	0
166545	1539	2568	28	0
39671	582	747	29	0
14513	254	103	22	0
12713	262	323	16	0
50298	664	702	30	0
27870	398	454	30	0
66325	947	683	20	0
5990	72	146	28	0
3592	61	77	19	0
100981	552	1552	22	0
31190	540	494	18	0
39368	409	610	23	0
42349	374	444	19	0
6525	84	144	16	0
21214	257	329	20	0
28410	451	590	35	0
22449	323	467	22	0
2946	24	49	13	0
65299	1023	965	32	0
35408	344	683	26	0
33084	542	437	23	0
2256	24	40	13	0
70795	1025	1265	24	0
28023	277	589	21	0
28358	101	638	14	0
19366	282	162	20	0
57648	606	843	19	0
1905	28	35	14	0
46633	705	664	23	0
26371	438	427	29	0
105366	1608	1464	26	0
71397	673	1381	28	0
28557	387	379	22	0
109433	1266	2015	26	0
89829	990	1440	35	0
4430	71	134	13	0
30447	481	519	23	0
15070	212	329	19	0
59674	622	1393	33	0
2584	22	68	14	0
35167	757	145	20	0
14103	210	362	23	0
112746	1277	1971	29	0
54044	690	1016	35	0
33346	323	499	25	0
60384	879	511	29	0
26140	331	483	30	0
34153	442	910	26	0
16909	224	307	21	0
8745	95	194	20	0
106898	1233	2348	22	0
79012	671	1321	27	0
38641	499	778	32	0
83248	1326	1174	28	0
30644	520	705	18	0
34000	356	372	36	0
56146	552	1019	29	0
