12.000000,0.000000,0.250000,0.416667,0.166667,0.833333,0.083333,1.000000
26.0,0.0,0.11538499999999999,0.538462,0.076923,0.730769,0.230769,1.0
44.0,0.0,0.363636,0.340909,0.0,0.227273,0.090909,1.0
23.0,0.0,0.608696,0.086957,0.130435,0.608696,0.0,1.0
41.0,0.0,0.268293,0.268293,0.0,0.243902,0.048780000000000004,1.0
35.0,0.0,0.4,0.257143,0.05714299999999999,0.28571399999999997,0.257143,1.0
56.0,0.0,0.0,0.089286,0.16071400000000002,0.357143,0.0,1.0
31.0,0.0,0.0,0.032257999999999995,0.12903199999999998,0.258065,0.0,1.0
54.0,0.0,0.0,0.092593,0.148148,0.148148,0.0,1.0
34.0,0.0,0.0,0.029412,0.117647,0.235294,0.0,1.0
45.0,0.0,0.0,0.044444,0.155556,0.266667,0.0,1.0
51.0,0.0,0.0,0.039216,0.117647,0.43137299999999995,0.0,1.0
52.0,0.0,0.0,0.038462,0.11538499999999999,0.42307700000000004,0.0,1.0
68.0,0.0,0.0,0.058824,0.102941,0.323529,0.0,1.0
49.0,0.0,0.0,0.040816000000000005,0.122449,0.44898000000000005,0.0,1.0
52.0,0.0,0.0,0.038462,0.11538499999999999,0.42307700000000004,0.0,1.0
55.0,0.0,0.0,0.054545,0.145455,0.4,0.0,1.0
52.0,0.0,0.0,0.038462,0.11538499999999999,0.6153850000000001,0.0,1.0
57.0,0.0,0.0,0.052632000000000005,0.10526300000000001,0.385965,0.0,1.0
61.0,0.0,0.0,0.081967,0.13114800000000001,0.360656,0.0,1.0
60.0,0.0,0.0,0.06666699999999999,0.116667,0.533333,0.0,1.0
59.0,0.0,0.0,0.033898000000000005,0.118644,0.542373,0.0,1.0
59.0,0.0,0.0,0.033898000000000005,0.10169500000000001,0.542373,0.0,1.0
71.0,0.0,0.028169,0.084507,0.12676099999999998,0.507042,0.0,1.0
30.0,0.0,0.0,0.06666699999999999,0.13333299999999998,0.333333,0.0,1.0
75.0,0.0,0.0,0.026667000000000003,0.093333,0.13333299999999998,0.0,1.0
61.0,0.0,0.0,0.06557400000000001,0.147541,0.06557400000000001,0.0,1.0
112.0,0.0,0.508929,0.008929000000000001,0.07142899999999999,0.089286,0.0,1.0
162.0,0.0,0.450617,0.006173,0.080247,0.08642000000000001,0.0,1.0
180.0,0.0,0.40555599999999997,0.005556,0.07222200000000001,0.077778,0.0,1.0
